Employee ID,Name,Age,Department,Salary,Years at Company,Performance Score,Attrition
E00453,Employee_453,33,Engineering,43599.86,6,1.18,Yes
E00454,Employee_454,34,Engineering,67016.19,9,1.1,Yes
E00455,Employee_455,44,Sales,61100.36,3,1.0,Yes
E00456,Employee_456,46,Marketing,51960.43,2,1.0,Yes
E00457,Employee_457,56,Finance,66678.45,7,1.91,Yes
E00458,Employee_458,51,Marketing,66549.19,0,1.0,Yes
E00459,Employee_459,38,Sales,87779.36,6,1.0,Yes
E00460,Employee_460,41,IT,75296.26,6,2.08,No
E00461,Employee_461,46,IT,68254.59,0,1.0,Yes
E00462,Employee_462,43,Finance,50787.28,3,1.13,No
E00463,Employee_463,34,Finance,48898.41,9,1.92,Yes
E00464,Employee_464,40,Engineering,73982.72,0,1.0,Yes
E00465,Employee_465,57,IT,61998.96,5,1.35,Yes
E00466,Employee_466,33,HR,68740.48,1,1.0,Yes
E00467,Employee_467,40,Sales,79670.01,2,1.0,Yes
E00468,Employee_468,33,Engineering,42302.92,10,1.0,Yes
E00469,Employee_469,30,Marketing,85955.53,5,1.13,Yes
E00470,Employee_470,28,IT,79540.73,6,1.82,No
E00471,Employee_471,49,Marketing,34183.4,4,1.0,Yes
E00472,Employee_472,35,Finance,100296.39,0,1.08,Yes
E00473,Employee_473,52,Sales,69820.64,1,1.0,Yes
E00474,Employee_474,40,Sales,57821.93,8,1.92,Yes
E00475,Employee_475,37,Sales,72785.93,5,1.49,Yes
E00476,Employee_476,26,Sales,50337.88,2,1.0,Yes
E00477,Employee_477,56,Engineering,73191.93,4,1.0,Yes
E00478,Employee_478,33,Sales,53097.55,6,1.19,Yes
E00479,Employee_479,46,Engineering,95305.39,6,2.94,No
E00480,Employee_480,42,Marketing,65901.5,2,1.26,Yes
E00481,Employee_481,57,Engineering,74747.35,0,1.0,Yes
E00482,Employee_482,44,IT,53209.02,3,1.76,Yes
E00483,Employee_483,37,Finance,77247.44,8,1.18,Yes
E00484,Employee_484,35,Sales,64811.3,7,1.71,Yes
E00485,Employee_485,52,Engineering,43822.22,6,1.02,Yes
E00486,Employee_486,26,Sales,61418.56,4,1.11,Yes
E00487,Employee_487,56,Engineering,93966.67,3,1.35,No
E00488,Employee_488,44,Finance,77884.66,4,1.06,Yes
E00489,Employee_489,50,Sales,59315.37,7,1.1,Yes
E00490,Employee_490,32,Sales,36962.51,8,1.0,Yes
E00491,Employee_491,39,Engineering,52512.63,4,1.0,Yes
E00492,Employee_492,33,Marketing,43902.89,12,1.81,Yes
E00493,Employee_493,30,IT,37324.88,5,1.0,Yes
E00494,Employee_494,31,Finance,76783.87,3,1.0,Yes
E00495,Employee_495,38,Sales,65935.81,9,2.97,No
E00496,Employee_496,59,IT,91926.63,0,2.16,Yes
E00497,Employee_497,28,IT,50035.37,6,1.39,Yes
E00498,Employee_498,34,Finance,64965.79,4,1.41,Yes
E00499,Employee_499,30,Marketing,44087.38,9,1.0,Yes
E00500,Employee_500,48,Engineering,56076.9,6,1.0,Yes
E00501,Employee_501,23,Marketing,61668.35,5,1.0,Yes
E00502,Employee_502,26,Marketing,59380.19,6,1.19,Yes
E00503,Employee_503,50,Sales,65803.11,1,1.11,Yes
E00504,Employee_504,58,Engineering,79574.14,7,1.0,Yes
E00505,Employee_505,59,Marketing,77996.26,0,1.85,Yes
E00506,Employee_506,40,Sales,53459.98,6,1.26,Yes
E00507,Employee_507,29,HR,64544.69,5,1.0,Yes
E00508,Employee_508,22,Marketing,76911.45,0,1.0,Yes
E00509,Employee_509,43,HR,80536.05,5,1.0,Yes
E00510,Employee_510,38,Sales,55082.65,5,1.0,Yes
E00511,Employee_511,28,HR,75622.47,3,1.0,Yes
E00512,Employee_512,46,Sales,69967.2,1,1.0,Yes
E00513,Employee_513,25,HR,49010.16,6,2.14,Yes
E00514,Employee_514,57,Sales,77002.37,6,1.42,Yes
E00515,Employee_515,27,Finance,67273.15,5,1.52,No
E00516,Employee_516,52,HR,38879.14,5,1.36,Yes
E00517,Employee_517,40,Finance,60592.2,3,1.0,Yes
E00518,Employee_518,48,Finance,65597.86,11,1.18,Yes
E00519,Employee_519,31,HR,55912.63,4,1.0,Yes
E00520,Employee_520,47,Finance,83423.43,2,1.0,Yes
E00521,Employee_521,40,Sales,83967.03,5,1.91,Yes
E00522,Employee_522,24,HR,59262.65,4,1.46,Yes
E00523,Employee_523,34,Sales,57616.62,4,1.1,Yes
E00524,Employee_524,49,Marketing,63031.48,10,1.82,No
E00525,Employee_525,41,Sales,61998.79,1,1.0,Yes
E00526,Employee_526,49,Engineering,56112.47,5,1.0,Yes
E00527,Employee_527,29,Finance,9368.05,1,1.0,Yes
E00528,Employee_528,22,Engineering,91322.18,3,1.0,Yes
E00529,Employee_529,24,Sales,65006.27,10,2.55,No
E00530,Employee_530,34,HR,62325.35,5,1.21,Yes
E00531,Employee_531,49,Finance,69877.54,5,1.0,Yes
E00532,Employee_532,46,Finance,63799.13,2,1.75,Yes
E00533,Employee_533,54,Engineering,58545.26,3,1.89,Yes
E00534,Employee_534,59,HR,49915.31,10,2.87,No
E00535,Employee_535,27,Engineering,37420.81,6,1.0,Yes
E00536,Employee_536,53,Finance,44684.32,3,1.0,Yes
E00537,Employee_537,42,HR,48249.89,6,1.41,Yes
E00538,Employee_538,37,HR,74763.83,5,2.08,Yes
E00539,Employee_539,42,Sales,75869.35,2,1.0,Yes
E00540,Employee_540,32,Sales,51773.01,3,1.0,Yes
E00541,Employee_541,58,Sales,25045.19,11,1.0,Yes
E00542,Employee_542,57,Sales,65136.81,6,1.84,No
E00543,Employee_543,56,Engineering,58676.87,0,1.0,Yes
E00544,Employee_544,40,Finance,58306.06,6,1.1,Yes
E00545,Employee_545,41,Sales,79339.06,8,1.47,Yes
E00546,Employee_546,39,Marketing,67079.79,2,1.0,Yes
E00547,Employee_547,35,Sales,50354.31,3,1.42,Yes
E00548,Employee_548,36,IT,46903.8,9,1.0,Yes
E00549,Employee_549,52,Finance,61060.83,5,1.0,Yes
E00550,Employee_550,22,Engineering,51403.81,4,1.82,Yes
E00551,Employee_551,24,Sales,63914.04,0,1.0,Yes
E00552,Employee_552,37,Finance,80392.13,8,1.56,No
E00553,Employee_553,44,Engineering,44303.26,4,1.18,Yes
E00554,Employee_554,32,Marketing,66316.69,0,1.0,Yes
E00555,Employee_555,33,HR,78725.75,0,1.16,Yes
E00556,Employee_556,31,Marketing,63707.19,3,1.0,Yes
E00557,Employee_557,53,Sales,75823.71,1,1.42,Yes
E00558,Employee_558,37,Finance,60690.91,2,1.0,Yes
E00559,Employee_559,29,Finance,67562.42,12,2.1,Yes
E00560,Employee_560,59,Finance,71611.77,7,1.3,Yes
E00561,Employee_561,33,Sales,56419.96,0,1.0,Yes
E00562,Employee_562,45,Finance,94860.14,4,1.73,Yes
E00563,Employee_563,49,Engineering,73663.7,4,1.06,Yes
E00564,Employee_564,29,Finance,84544.78,0,1.08,Yes
E00565,Employee_565,49,Engineering,81065.36,6,2.04,Yes
E00566,Employee_566,57,IT,69909.34,0,1.09,Yes
E00567,Employee_567,47,Sales,85786.84,8,1.12,Yes
E00568,Employee_568,29,IT,67818.72,9,1.31,Yes
E00569,Employee_569,49,IT,54053.37,12,1.97,Yes
E00570,Employee_570,49,IT,65222.29,0,1.05,Yes
E00571,Employee_571,58,HR,49907.5,0,1.0,Yes
E00572,Employee_572,57,Engineering,33474.44,7,1.13,Yes
E00573,Employee_573,48,Marketing,52211.87,8,1.42,Yes
E00574,Employee_574,38,Sales,66093.22,7,1.53,No
E00575,Employee_575,30,HR,80928.87,8,1.02,Yes
E00576,Employee_576,54,Finance,52167.21,9,1.0,Yes
E00577,Employee_577,41,Finance,80152.44,5,1.0,No
E00578,Employee_578,34,Sales,46839.76,4,1.0,Yes
E00579,Employee_579,49,Finance,51207.16,0,1.0,Yes
E00580,Employee_580,50,IT,86737.35,4,2.34,Yes
E00581,Employee_581,34,Sales,65714.32,4,1.38,Yes
E00582,Employee_582,56,Marketing,62395.67,2,1.0,Yes
E00583,Employee_583,27,Sales,68529.2,4,1.65,Yes
E00584,Employee_584,39,Engineering,46903.95,1,1.14,Yes
E00585,Employee_585,26,Sales,60037.28,8,2.01,Yes
E00586,Employee_586,46,Sales,65039.92,6,1.0,No
E00587,Employee_587,23,Marketing,83470.71,3,1.49,Yes
E00588,Employee_588,31,Engineering,39943.74,5,1.52,Yes
E00589,Employee_589,51,Engineering,91444.85,1,1.8,Yes
E00590,Employee_590,26,Sales,63130.28,1,1.0,Yes
E00591,Employee_591,54,HR,48341.66,3,1.0,Yes
E00592,Employee_592,22,HR,45625.48,4,1.0,Yes
E00593,Employee_593,39,Engineering,69097.24,5,2.12,Yes
E00594,Employee_594,53,Engineering,44791.86,5,1.19,Yes
E00595,Employee_595,32,IT,56598.15,1,1.11,Yes
E00596,Employee_596,42,Engineering,61251.45,4,1.25,No
E00597,Employee_597,47,Engineering,82155.14,2,1.21,Yes
E00598,Employee_598,46,Engineering,80276.8,0,1.0,Yes
E00599,Employee_599,43,IT,55355.11,14,1.73,Yes
E00600,Employee_600,48,Engineering,61809.75,2,1.0,Yes
E00601,Employee_601,34,HR,41069.23,2,1.0,Yes
E00602,Employee_602,54,Engineering,34413.57,0,1.0,Yes
E00603,Employee_603,55,Marketing,46564.21,1,1.0,Yes
E00604,Employee_604,56,Engineering,81846.46,4,1.0,Yes
E00605,Employee_605,22,IT,76701.21,9,1.69,Yes
E00606,Employee_606,42,Engineering,70751.54,4,1.0,Yes
E00607,Employee_607,27,Sales,43135.63,4,1.0,Yes
E00608,Employee_608,49,IT,54325.11,8,1.0,Yes
E00609,Employee_609,38,Engineering,52132.68,3,1.0,Yes
E00610,Employee_610,26,IT,62510.02,5,1.57,No
E00611,Employee_611,52,Marketing,61564.2,2,1.14,Yes
E00612,Employee_612,26,IT,49970.65,10,1.0,Yes
E00613,Employee_613,59,Sales,70238.25,8,1.93,No
E00614,Employee_614,24,IT,68434.2,4,1.41,No
E00615,Employee_615,44,Engineering,54067.65,3,1.28,Yes
E00616,Employee_616,58,IT,69564.18,4,1.64,Yes
E00617,Employee_617,58,Finance,81864.28,4,1.0,Yes
E00618,Employee_618,31,IT,86420.91,0,1.0,Yes
E00619,Employee_619,31,Engineering,72359.93,8,2.42,Yes
E00620,Employee_620,40,HR,71919.02,4,1.98,Yes
E00621,Employee_621,38,Sales,61397.92,10,1.58,Yes
E00622,Employee_622,42,IT,80445.69,6,1.71,Yes
E00623,Employee_623,35,Engineering,48944.73,0,1.0,Yes
E00624,Employee_624,30,HR,78707.75,1,1.77,Yes
E00625,Employee_625,22,IT,60685.93,0,1.0,Yes
E00626,Employee_626,34,HR,87364.05,1,1.0,Yes
E00627,Employee_627,25,Sales,73823.1,0,1.0,Yes
E00628,Employee_628,22,HR,63982.01,5,2.71,No
E00629,Employee_629,53,Engineering,61452.69,4,1.0,Yes
E00630,Employee_630,55,Engineering,72884.19,7,1.45,No
E00631,Employee_631,49,Sales,72156.87,4,2.28,No
E00632,Employee_632,52,Sales,59024.85,4,1.0,No
E00633,Employee_633,29,Engineering,66377.54,11,1.0,Yes
E00634,Employee_634,47,Finance,78445.85,5,1.0,Yes
E00635,Employee_635,55,Sales,44549.66,4,1.0,Yes
E00636,Employee_636,24,Engineering,75888.17,2,1.0,Yes
E00637,Employee_637,33,Marketing,72818.22,1,1.35,Yes
E00638,Employee_638,22,Sales,82799.71,7,1.66,Yes
E00639,Employee_639,26,HR,54265.19,7,1.0,Yes
E00640,Employee_640,51,IT,65085.74,9,1.0,Yes
E00641,Employee_641,51,Marketing,68076.03,6,1.9,Yes
E00642,Employee_642,38,Finance,76081.95,3,1.16,Yes
E00643,Employee_643,44,Finance,71436.75,6,2.03,Yes
E00644,Employee_644,36,IT,46406.67,4,1.42,Yes
E00645,Employee_645,58,Engineering,69365.66,7,1.0,Yes
E00646,Employee_646,42,IT,95063.43,9,2.29,No
E00647,Employee_647,35,Sales,74176.36,4,1.42,Yes
E00648,Employee_648,23,Marketing,89570.7,10,1.0,Yes
E00649,Employee_649,32,Engineering,80645.92,8,1.0,No
E00650,Employee_650,59,HR,85436.03,5,2.57,No
E00651,Employee_651,55,Engineering,69649.53,7,1.0,Yes
E00652,Employee_652,59,Finance,72827.68,5,1.43,Yes
E00653,Employee_653,55,Sales,68832.77,5,1.09,Yes
E00654,Employee_654,39,IT,65065.11,10,1.74,Yes
E00655,Employee_655,51,IT,76132.92,6,1.3,Yes
E00656,Employee_656,36,Sales,57184.97,2,1.25,Yes
E00657,Employee_657,48,IT,93280.73,1,1.5,Yes
E00658,Employee_658,55,IT,51079.81,2,1.0,Yes
E00659,Employee_659,59,Finance,77170.82,6,1.0,Yes
E00660,Employee_660,54,Engineering,85680.07,3,1.0,Yes
E00661,Employee_661,45,Engineering,62350.67,5,1.0,Yes
E00662,Employee_662,36,Sales,48305.34,7,1.02,Yes
E00663,Employee_663,51,Engineering,82332.94,11,1.04,Yes
E00664,Employee_664,38,Marketing,68050.93,4,1.19,No
E00665,Employee_665,26,Sales,77199.74,0,1.0,Yes
E00666,Employee_666,50,IT,63358.18,10,2.14,Yes
E00667,Employee_667,25,Engineering,90978.87,0,1.0,Yes
E00668,Employee_668,31,HR,33244.88,0,1.0,Yes
E00669,Employee_669,38,IT,70642.66,10,2.47,Yes
E00670,Employee_670,31,IT,85126.24,8,1.0,Yes
E00671,Employee_671,38,Engineering,66580.09,6,2.29,Yes
E00672,Employee_672,41,Engineering,69535.38,4,1.0,Yes
E00673,Employee_673,45,Engineering,58489.82,4,1.0,No
E00674,Employee_674,26,Sales,65310.33,3,1.37,Yes
E00675,Employee_675,55,Engineering,39922.15,4,1.07,Yes
E00676,Employee_676,27,Engineering,54223.53,4,1.76,Yes
E00677,Employee_677,23,Engineering,53198.67,0,1.0,Yes
E00678,Employee_678,34,Finance,75036.86,2,1.22,Yes
E00679,Employee_679,32,Engineering,56429.45,0,1.0,Yes
E00680,Employee_680,44,Engineering,56862.87,5,1.0,Yes
E00681,Employee_681,37,Engineering,59331.15,5,2.03,Yes
E00682,Employee_682,52,Finance,53770.33,10,1.66,Yes
E00683,Employee_683,32,IT,69035.33,6,1.26,Yes
E00684,Employee_684,37,HR,70664.47,3,1.23,No
E00685,Employee_685,29,IT,77375.28,4,1.0,Yes
E00686,Employee_686,25,Engineering,74791.25,6,1.0,Yes
E00687,Employee_687,25,HR,73291.37,5,1.07,Yes
E00688,Employee_688,46,Engineering,60065.47,6,1.36,Yes
E00689,Employee_689,24,Engineering,59103.44,6,1.83,Yes
E00690,Employee_690,53,Finance,51931.83,4,1.0,Yes
E00691,Employee_691,24,IT,51661.34,3,1.0,Yes
E00692,Employee_692,48,Sales,67913.92,3,1.23,Yes
E00693,Employee_693,50,Finance,54208.76,2,1.0,Yes
E00694,Employee_694,53,HR,87024.86,1,1.0,Yes
E00695,Employee_695,40,Sales,64437.49,10,1.19,Yes
E00696,Employee_696,42,Sales,87520.85,5,1.28,Yes
E00697,Employee_697,26,Engineering,73576.51,4,1.06,Yes
E00698,Employee_698,39,Sales,53341.45,3,1.0,No
E00699,Employee_699,49,Sales,64069.31,6,1.0,Yes
E00700,Employee_700,43,Engineering,39898.21,8,1.13,Yes
E00701,Employee_701,42,Engineering,67856.38,7,1.85,No
E00702,Employee_702,27,Finance,54713.47,7,1.0,Yes
E00703,Employee_703,22,HR,48298.13,3,1.0,Yes
E00704,Employee_704,26,Marketing,87832.2,4,1.0,Yes
E00705,Employee_705,33,Engineering,80458.82,3,1.09,Yes
E00706,Employee_706,47,IT,80045.58,5,1.0,Yes
E00707,Employee_707,55,IT,76731.67,8,1.63,No
E00708,Employee_708,35,Finance,46476.66,6,1.88,Yes
E00709,Employee_709,47,Engineering,58992.81,9,1.0,Yes
E00710,Employee_710,48,IT,59907.45,4,1.0,Yes
E00711,Employee_711,30,Sales,39353.94,2,1.0,Yes
E00712,Employee_712,47,Engineering,56644.98,6,1.33,Yes
E00713,Employee_713,43,HR,56808.53,5,1.0,No
E00714,Employee_714,51,HR,66889.98,5,1.0,Yes
E00715,Employee_715,38,Sales,102985.81,5,1.2,Yes
E00716,Employee_716,47,Marketing,64686.56,3,1.0,Yes
E00717,Employee_717,57,Finance,66897.72,5,1.33,Yes
E00718,Employee_718,22,Engineering,61246.85,7,1.59,Yes
E00719,Employee_719,29,Marketing,76065.69,8,1.0,Yes
E00720,Employee_720,56,Engineering,48891.24,3,1.0,Yes
E00721,Employee_721,36,Marketing,93440.56,5,3.01,No
E00722,Employee_722,43,HR,63137.61,9,2.3,Yes
E00723,Employee_723,35,Sales,59072.15,3,1.0,No
E00724,Employee_724,47,IT,79550.56,3,1.16,Yes
E00725,Employee_725,49,Finance,51636.16,7,1.2,Yes
E00726,Employee_726,44,IT,75788.76,6,1.59,Yes
E00727,Employee_727,35,Marketing,86077.55,2,1.0,Yes
E00728,Employee_728,45,IT,61379.86,0,1.0,Yes
E00729,Employee_729,23,Finance,95792.62,5,1.09,Yes
E00730,Employee_730,47,IT,74664.37,3,1.59,No
E00731,Employee_731,35,Finance,74850.41,0,1.0,Yes
E00732,Employee_732,28,Engineering,85487.98,2,1.21,Yes
E00733,Employee_733,24,IT,89461.02,6,2.1,Yes
E00734,Employee_734,44,Sales,68927.58,4,1.71,Yes
E00735,Employee_735,39,Finance,76953.58,9,2.19,Yes
E00736,Employee_736,59,IT,85945.12,0,1.46,Yes
E00737,Employee_737,56,Finance,47572.83,9,2.16,Yes
E00738,Employee_738,36,Finance,39057.46,3,1.0,Yes
E00739,Employee_739,46,IT,64136.69,3,1.0,Yes
E00740,Employee_740,58,Engineering,38697.63,0,1.0,Yes
E00741,Employee_741,49,IT,60290.07,6,1.0,Yes
E00742,Employee_742,31,Sales,69715.6,0,1.0,Yes
E00743,Employee_743,38,Sales,60865.42,7,1.41,Yes
E00744,Employee_744,43,Engineering,62876.1,0,1.0,Yes
E00745,Employee_745,47,HR,49975.0,0,1.0,Yes
E00746,Employee_746,46,HR,76822.15,1,1.0,Yes
E00747,Employee_747,38,IT,49048.05,2,1.0,Yes
E00748,Employee_748,34,Engineering,33456.47,7,1.1,Yes
E00749,Employee_749,41,Engineering,61889.92,9,2.33,Yes
E00750,Employee_750,46,Sales,78725.3,3,1.0,Yes
E00751,Employee_751,25,Engineering,66197.46,4,1.0,Yes
E00752,Employee_752,31,Finance,47528.04,6,1.43,Yes
E00753,Employee_753,24,Sales,66529.26,4,1.0,Yes
E00754,Employee_754,39,Engineering,71574.56,6,1.16,Yes
E00755,Employee_755,57,Sales,66354.75,4,1.0,No
E00756,Employee_756,43,Sales,61031.24,4,1.14,Yes
E00757,Employee_757,55,Engineering,72290.58,0,1.35,Yes
E00758,Employee_758,29,Sales,38923.6,5,1.66,Yes
E00759,Employee_759,40,Finance,51590.67,7,1.34,Yes
E00760,Employee_760,58,IT,45421.88,2,1.0,Yes
E00761,Employee_761,27,HR,85225.8,0,1.0,Yes
E00762,Employee_762,47,Marketing,75680.48,4,1.0,Yes
E00763,Employee_763,55,Engineering,67776.88,9,1.76,Yes
E00764,Employee_764,27,HR,43240.68,8,1.26,Yes
E00765,Employee_765,58,Marketing,76162.22,3,1.0,Yes
E00766,Employee_766,54,Sales,85798.1,6,1.0,No
E00767,Employee_767,43,Marketing,73572.42,6,1.0,Yes
E00768,Employee_768,42,Sales,64472.34,9,1.09,Yes
E00769,Employee_769,27,Engineering,74475.77,0,1.56,Yes
E00770,Employee_770,27,Sales,69093.74,1,1.0,Yes
E00771,Employee_771,25,Finance,78891.14,0,1.0,Yes
E00772,Employee_772,51,Finance,78555.28,2,1.47,No
E00773,Employee_773,32,Finance,61684.02,8,1.51,Yes
E00774,Employee_774,51,Engineering,55090.38,3,1.0,Yes
E00775,Employee_775,52,Engineering,59002.66,1,1.18,Yes
E00776,Employee_776,45,Sales,73037.76,5,1.41,Yes
E00777,Employee_777,30,Engineering,59908.41,5,1.0,Yes
E00778,Employee_778,24,Marketing,53742.06,1,1.26,Yes
E00779,Employee_779,52,Engineering,64985.7,3,1.39,Yes
E00780,Employee_780,58,IT,81611.85,5,1.49,Yes
E00781,Employee_781,57,IT,67026.62,7,2.19,Yes
E00782,Employee_782,45,Engineering,60856.73,3,1.33,Yes
E00783,Employee_783,52,Finance,69806.48,2,1.46,Yes
E00784,Employee_784,27,Sales,66260.59,10,2.18,Yes
E00785,Employee_785,23,Sales,35995.44,4,1.14,Yes
E00786,Employee_786,41,Sales,75451.39,5,1.0,Yes
E00787,Employee_787,49,HR,71111.88,6,1.0,Yes
E00788,Employee_788,32,Engineering,65242.58,0,1.08,Yes
E00789,Employee_789,25,HR,80935.35,4,1.83,Yes
E00790,Employee_790,36,HR,83194.99,0,1.0,Yes
E00791,Employee_791,27,Engineering,76981.53,4,1.0,Yes
E00792,Employee_792,51,Finance,52245.49,9,1.55,Yes
E00793,Employee_793,59,IT,52764.33,2,1.0,No
E00794,Employee_794,23,Sales,81760.03,0,1.0,Yes
E00795,Employee_795,36,Sales,36841.64,10,1.19,Yes
E00796,Employee_796,32,Finance,62767.29,1,1.0,Yes
E00797,Employee_797,29,Engineering,71597.39,0,1.66,Yes
E00798,Employee_798,47,Finance,38743.88,9,1.0,Yes
E00799,Employee_799,26,Engineering,68515.15,1,1.0,Yes
E00800,Employee_800,27,Engineering,79316.44,9,1.04,No
E00801,Employee_801,47,Sales,42716.36,5,1.4,Yes
E00802,Employee_802,25,Engineering,89872.55,8,1.61,Yes
E00803,Employee_803,40,Finance,49852.55,5,1.59,Yes
E00804,Employee_804,41,Engineering,73621.04,8,1.0,Yes
E00805,Employee_805,54,IT,63746.05,2,1.0,Yes
E00806,Employee_806,41,IT,66042.73,3,1.03,Yes
E00807,Employee_807,33,HR,45747.57,0,1.0,Yes
E00808,Employee_808,22,IT,83907.09,7,1.22,Yes
E00809,Employee_809,47,Engineering,69888.25,6,1.69,Yes
E00810,Employee_810,35,Engineering,89312.6,1,1.0,Yes
E00811,Employee_811,59,Finance,46138.74,0,1.0,Yes
E00812,Employee_812,58,Engineering,62281.48,5,1.58,No
E00813,Employee_813,32,HR,68142.94,10,1.22,Yes
E00814,Employee_814,57,Sales,65905.75,4,1.43,Yes
E00815,Employee_815,34,HR,75001.78,3,1.22,Yes
E00816,Employee_816,24,IT,62091.22,2,1.0,Yes
E00817,Employee_817,54,IT,96830.39,8,1.43,Yes
E00818,Employee_818,27,Finance,65597.63,2,1.0,No
E00819,Employee_819,31,Finance,21737.68,3,1.0,Yes
E00820,Employee_820,26,HR,66263.02,8,1.3,Yes
E00821,Employee_821,44,HR,83921.96,6,1.76,Yes
E00822,Employee_822,31,Sales,51150.41,4,1.18,Yes
E00823,Employee_823,23,Engineering,50198.67,2,1.24,Yes
E00824,Employee_824,34,Engineering,52394.15,9,1.98,Yes
E00825,Employee_825,23,Marketing,48852.85,1,2.17,Yes
E00826,Employee_826,41,Engineering,57808.97,4,1.23,Yes
E00827,Employee_827,22,HR,78639.46,0,1.0,Yes
E00828,Employee_828,58,HR,87894.99,8,2.09,No
E00829,Employee_829,30,Finance,28636.25,3,1.39,Yes
E00830,Employee_830,38,Finance,59323.18,2,1.03,Yes
E00831,Employee_831,30,Sales,69540.47,6,1.0,Yes
E00832,Employee_832,32,HR,68040.18,0,1.0,Yes
E00833,Employee_833,36,IT,93499.09,6,1.22,Yes
E00834,Employee_834,45,Engineering,34839.59,3,1.0,Yes
E00835,Employee_835,59,Engineering,26164.04,1,1.0,Yes
E00836,Employee_836,56,Finance,95933.19,2,1.0,Yes
E00837,Employee_837,51,IT,76301.51,2,1.47,Yes
E00838,Employee_838,52,Sales,56429.43,3,1.23,Yes
E00839,Employee_839,26,IT,67573.98,1,1.0,Yes
E00840,Employee_840,35,IT,68648.26,5,1.0,Yes
E00841,Employee_841,32,Engineering,56067.19,1,1.0,Yes
E00842,Employee_842,30,Marketing,67126.68,0,1.0,Yes
E00843,Employee_843,55,IT,70322.2,10,1.66,Yes
E00844,Employee_844,33,IT,95232.95,5,1.0,No
E00845,Employee_845,56,Finance,79451.77,11,1.94,Yes
E00846,Employee_846,56,Sales,91089.85,1,1.07,Yes
E00847,Employee_847,22,Sales,44846.43,6,1.47,Yes
E00848,Employee_848,43,Engineering,59792.04,7,1.45,Yes
E00849,Employee_849,50,Engineering,68633.7,4,1.58,Yes
E00850,Employee_850,29,Engineering,36183.49,0,1.0,Yes
E00851,Employee_851,32,IT,82727.89,4,1.75,Yes
E00852,Employee_852,58,IT,74633.15,6,2.66,No
E00853,Employee_853,35,Finance,59492.62,6,1.4,Yes
E00854,Employee_854,51,IT,62249.98,4,1.11,Yes
E00855,Employee_855,56,IT,83808.0,7,2.13,Yes
E00856,Employee_856,42,Engineering,53068.43,7,1.0,Yes
E00857,Employee_857,58,Sales,84412.78,3,1.08,Yes
E00858,Employee_858,26,HR,61219.42,0,1.0,Yes
E00859,Employee_859,40,Finance,76339.94,5,1.3,Yes
E00860,Employee_860,35,Engineering,66301.46,2,1.0,Yes
E00861,Employee_861,47,Finance,98497.91,5,1.93,Yes
E00862,Employee_862,25,Sales,51689.11,9,1.0,Yes
E00863,Employee_863,46,Finance,56400.76,6,2.18,Yes
E00864,Employee_864,46,IT,42408.12,8,1.47,Yes
E00865,Employee_865,39,Finance,48548.64,1,1.0,Yes
E00866,Employee_866,29,Marketing,75696.92,8,2.37,Yes
E00867,Employee_867,35,IT,89002.45,10,1.94,Yes
E00868,Employee_868,53,Marketing,77397.21,5,1.34,Yes
E00869,Employee_869,59,Marketing,64919.13,11,1.64,Yes
E00870,Employee_870,54,IT,51595.78,2,1.45,Yes
E00871,Employee_871,44,Finance,78476.28,3,1.08,Yes
E00872,Employee_872,36,Sales,50770.97,6,1.0,Yes
E00873,Employee_873,54,Engineering,44765.72,5,1.45,Yes
E00874,Employee_874,46,HR,60372.96,2,1.4,Yes
E00875,Employee_875,38,Engineering,34490.89,6,1.75,Yes
E00876,Employee_876,54,Engineering,44279.23,6,1.36,Yes
E00877,Employee_877,23,Marketing,93289.86,3,1.81,Yes
E00878,Employee_878,35,IT,41497.87,5,1.0,Yes
E00879,Employee_879,27,IT,47177.77,7,1.68,Yes
E00880,Employee_880,27,Engineering,66077.49,3,1.33,Yes
E00881,Employee_881,24,Sales,66858.56,6,1.53,No
E00882,Employee_882,28,Sales,61480.64,2,1.0,Yes
E00883,Employee_883,29,Engineering,34949.39,2,1.0,Yes
E00884,Employee_884,36,Sales,77727.34,8,1.55,Yes
E00885,Employee_885,50,Sales,58354.2,6,1.45,Yes
E00886,Employee_886,54,Marketing,83306.74,0,2.03,Yes
E00887,Employee_887,51,Finance,55327.74,3,1.28,Yes
E00888,Employee_888,48,Engineering,79737.42,6,1.0,Yes
E00889,Employee_889,57,Sales,84441.25,5,1.1,Yes
E00890,Employee_890,50,HR,57995.87,6,1.87,Yes
E00891,Employee_891,59,Sales,78206.75,5,1.02,Yes
E00892,Employee_892,54,Marketing,45071.83,4,1.36,Yes
E00893,Employee_893,58,Engineering,68955.34,4,1.15,Yes
E00894,Employee_894,48,Engineering,83333.42,8,1.55,No
E00895,Employee_895,54,Engineering,72777.39,7,1.17,No
E00896,Employee_896,25,Sales,101093.36,6,1.0,No
E00897,Employee_897,43,Finance,73615.37,5,1.51,No
E00898,Employee_898,23,Finance,59520.93,3,1.0,Yes
E00899,Employee_899,31,Finance,107613.3,4,1.0,Yes
E00900,Employee_900,26,Sales,89505.52,8,1.82,Yes
E00901,Employee_901,31,HR,40956.39,7,1.62,Yes
E00902,Employee_902,54,HR,53237.55,3,1.0,No
E00903,Employee_903,59,IT,49427.63,5,1.5,Yes
E00904,Employee_904,34,Engineering,74684.44,6,1.0,Yes
